estimation workload which takes just one milisecond
end estimation
0	12	1
0	14	2
0	15	3
0	69	4
0	70	5
0	71	6
0	72	7
0	73	8
0	74	9
0	75	10
0	76	11
0	77	12
0	78	13
0	79	14
0	80	15
0	81	16
0	82	17
0	83	18
0	84	19
0	85	20
0	86	21
0	87	22
0	88	23
0	89	24
0	90	25
0	91	26
0	92	27
0	93	28
0	94	29
0	95	30
0	96	31
0	97	32
0	98	33
0	98	34
0	99	35
0	100	36
0	101	37
0	102	38
0	103	39
0	104	40
0	105	41
0	106	42
0	107	43
0	108	44
0	109	45
0	110	46
0	111	47
0	112	48
0	113	49
0	114	50
0	115	51
0	116	52
0	117	53
0	118	54
0	119	55
0	120	56
0	121	57
0	122	58
0	123	59
0	124	60
0	125	61
0	126	62
0	127	63
0	128	64
0	129	65
0	130	66
0	131	67
0	132	68
0	133	69
0	134	70
0	135	71
0	136	72
0	137	73
0	138	74
0	139	75
0	140	76
0	141	77
0	142	78
0	143	79
0	144	80
0	145	81
0	146	82
0	147	83
0	148	84
0	149	85
0	150	86
0	151	87
0	152	88
0	153	89
0	154	90
0	155	91
0	155	92
0	156	93
0	199	94
0	200	95
0	201	96
0	202	97
0	203	98
0	204	99
0	205	100
1	1	1
1	4	2
1	7	3
1	18	4
1	21	5
1	22	6
1	23	7
1	24	8
1	25	9
1	26	10
1	27	11
1	28	12
1	29	13
1	30	14
1	31	15
1	32	16
1	33	17
1	34	18
1	35	19
1	36	20
1	37	21
1	38	22
1	39	23
1	40	24
1	41	25
1	42	26
1	43	27
1	44	28
1	45	29
1	46	30
1	47	31
1	48	32
1	49	33
1	49	34
1	50	35
1	51	36
1	52	37
1	53	38
1	54	39
1	55	40
1	56	41
1	57	42
1	58	43
1	59	44
1	60	45
1	61	46
1	62	47
1	63	48
1	64	49
1	65	50
1	66	51
1	67	52
1	68	53
1	157	54
1	158	55
1	159	56
1	160	57
1	161	58
1	162	59
1	163	60
1	164	61
1	165	62
1	166	63
1	167	64
1	168	65
1	169	66
1	170	67
1	171	68
1	172	69
1	173	70
1	174	71
1	175	72
1	176	73
1	177	74
1	178	75
1	179	76
1	180	77
1	181	78
1	182	79
1	183	80
1	184	81
1	185	82
1	186	83
1	187	84
1	188	85
1	189	86
1	190	87
1	191	88
1	192	89
1	193	90
1	194	91
1	195	92
1	196	93
1	197	94
1	198	95
1	206	96
1	207	97
1	208	98
1	208	99
1	209	100
